Customer_ID,Churn,Usage
C077332,0,private
C077333,0,private
C077334,1,private
C077335,1,private
C077336,1,private
C077337,0,private
C077338,1,private
C077339,0,public
C077340,0,private
C077341,1,public
C077342,1,public
C077343,1,public
C077344,1,public
C077345,1,public
C077346,0,private
C077347,0,public
C077348,0,private
C077349,0,private
C077350,0,private
C077351,0,private
C077352,0,public
C077353,1,private
C077354,0,public
C077355,1,private
C077356,1,private
C077357,0,public
C077358,0,private
C077359,0,public
C077360,1,private
C077361,0,private
C077362,0,private
C077363,1,private
C077364,0,public
C077365,0,private
C077366,0,private
C077367,1,private
C077368,1,private
C077369,0,public
C077370,1,private
C077371,0,public
C077372,1,private
C077373,0,public
C077374,0,private
C077375,0,public
C077376,0,private
C077377,0,private
C077378,1,private
C077379,1,private
C077380,0,public
C077381,0,private
C077382,1,private
C077383,1,public
C077384,0,private
C077385,1,private
C077386,1,private
C077387,0,private
C077388,0,private
C077389,0,private
C077390,0,public
C077391,0,private
C077392,0,private
C077393,0,public
C077394,1,private
C077395,0,public
C077396,0,private
C077397,1,private
C077398,0,public
C077399,0,private
C077400,0,private
C077401,0,private
C077402,0,private
C077403,1,private
C077404,1,public
C077405,0,public
C077406,0,private
C077407,0,public
C077408,1,public
C077409,0,private
C077410,0,private
C077411,0,public
C077412,0,private
C077413,0,private
C077414,1,private
C077415,1,private
C077416,0,private
C077417,0,private
C077418,0,public
C077419,0,public
C077420,1,public
C077421,1,private
C077422,0,public
C077423,0,public
C077424,0,public
C077425,0,private
C077426,0,public
C077427,0,private
C077428,0,private
C077429,0,private
C077430,1,private
C077431,0,private
C077432,0,public
C077433,0,private
C077434,1,private
C077435,1,public
C077436,0,private
C077437,1,private
C077438,0,private
C077439,0,public
C077440,0,private
C077441,1,private
C077442,0,public
C077443,1,public
C077444,0,private
C077445,0,private
C077446,0,public
C077447,1,private
C077448,0,private
C077449,0,public
C077450,1,private
C077451,0,private
C077452,0,public
C077453,0,public
C077454,0,public
C077455,0,private
C077456,1,private
C077457,1,private
C077458,1,private
C077459,1,private
C077460,0,private
C077461,0,private
C077462,1,private
C077463,1,private
C077464,0,private
C077465,0,private
C077466,0,public
C077467,1,private
C077468,1,public
C077469,0,private
C077470,1,private
C077471,0,private
C077472,1,private
C077473,0,private
C077474,0,private
C077475,0,public
C077476,1,private
C077477,1,public
C077478,0,private
C077479,0,private
C077480,0,public
C077481,0,private
C077482,1,private
C077483,0,public
C077484,1,private
C077485,1,private
C077486,1,public
C077487,0,private
C077488,1,public
C077489,1,private
C077490,0,private
C077491,1,private
C077492,0,public
C077493,0,private
C077494,1,private
C077495,1,private
C077496,1,public
C077497,0,private
C077498,0,public
C077499,1,private
C077500,0,private
C077501,0,private
C077502,0,private
C077503,0,public
C077504,1,private
C077505,0,private
C077506,0,private
C077507,1,public
C077508,0,private
C077509,1,private
C077510,1,public
C077511,0,private
C077512,1,private
C077513,1,private
C077514,0,private
C077515,0,public
C077516,0,private
C077517,1,private
C077518,1,private
C077519,0,private
C077520,1,private
C077521,1,private
C077522,0,private
C077523,0,private
C077524,0,public
C077525,0,private
C077526,0,private
C077527,0,public
C077528,0,public
C077529,0,private
C077530,0,private
C077531,1,private
C077532,0,public
C077533,0,private
C077534,0,private
C077535,0,private
C077536,0,private
C077537,0,public
C077538,0,private
C077539,1,private
C077540,0,public
C077541,1,private
C077542,0,private
C077543,0,private
C077544,1,public
C077545,0,private
C077546,1,private
C077547,1,public
C077548,0,private
C077549,1,private
C077550,1,public
C077551,1,private
C077552,1,private
C077553,0,private
C077554,0,public
C077555,1,private
C077556,0,private
C077557,1,public
C077558,0,private
C077559,1,public
C077560,0,public
C077561,0,private
C077562,0,private
C077563,1,private
C077564,1,private
C077565,1,private
C077566,0,public
C077567,1,public
C077568,0,private
C077569,1,private
C077570,0,private
C077571,0,public
C077572,1,public
C077573,0,public
C077574,1,private
C077575,1,private
C077576,1,private
C077577,1,public
C077578,1,private
C077579,1,public
C077580,0,private
C077581,1,private
C077582,1,private
C077583,0,private
C077584,1,public
C077585,0,public
C077586,0,private
C077587,0,private
C077588,0,private
C077589,0,public
C077590,0,private
C077591,0,public
C077592,1,public
C077593,1,public
C077594,0,private
C077595,0,private
C077596,1,public
C077597,1,private
C077598,0,private
C077599,0,private
C077600,0,private
C077601,0,private
C077602,0,public
C077603,0,private
C077604,1,private
C077605,1,private
C077606,1,private
C077607,0,private
C077608,1,public
C077609,0,private
C077610,0,private
C077611,0,private
C077612,1,private
C077613,0,public
C077614,0,private
C077615,0,private
C077616,0,private
C077617,0,public
C077618,1,private
C077619,0,public
C077620,0,private
C077621,0,private
C077622,0,private
C077623,0,public
C077624,1,private
C077625,0,private
C077626,1,private
C077627,0,private
C077628,1,private
C077629,0,private
C077630,0,private
C077631,1,public
C077632,0,private
C077633,1,public
C077634,0,private
C077635,1,private
C077636,1,private
C077637,0,private
C077638,1,private
C077639,1,private
C077640,0,private
C077641,0,private
C077642,0,private
C077643,0,private
C077644,1,private
C077645,1,private
C077646,1,private
C077647,0,public
C077648,0,private
C077649,0,public
C077650,0,public
C077651,1,public
C077652,1,private
C077653,1,private
C077654,0,private
C077655,0,public
C077656,0,private
C077657,0,public
C077658,0,private
C077659,1,private
C077660,1,private
C077661,0,private
C077662,1,private
C077663,0,private
C077664,1,private
C077665,1,private
C077666,1,public
C077667,1,private
C077668,1,private
C077669,0,private
C077670,0,private
C077671,1,public
C077672,0,private
C077673,0,private
C077674,0,private
C077675,1,public
C077676,0,private
C077677,0,private
C077678,0,private
C077679,1,private
C077680,0,private
C077681,1,private
C077682,0,private
C077683,1,public
C077684,1,private
C077685,0,private
C077686,0,public
C077687,1,public
C077688,0,private
C077689,0,private
C077690,0,private
C077691,0,private
C077692,0,private
C077693,1,private
C077694,0,private
C077695,0,private
C077696,0,private
C077697,0,private
C077698,0,public
C077699,0,private
C077700,1,private
C077701,1,public
C077702,1,private
C077703,0,private
C077704,0,private
C077705,1,public
C077706,1,private
C077707,1,private
C077708,1,private
C077709,1,private
C077710,0,public
C077711,0,public
C077712,1,private
C077713,0,public
C077714,0,public
C077715,0,private
C077716,0,public
C077717,1,public
C077718,0,public
C077719,0,private
C077720,0,private
C077721,0,private
C077722,0,public
C077723,1,private
C077724,0,private
C077725,0,private
C077726,0,public
C077727,1,private
C077728,1,private
C077729,1,private
C077730,1,private
C077731,0,public
C077732,0,private
C077733,1,private
C077734,1,public
C077735,1,private
C077736,0,private
C077737,0,public
C077738,1,private
C077739,1,private
C077740,1,private
C077741,0,private
C077742,1,private
C077743,0,public
C077744,0,private
C077745,1,private
C077746,1,private
C077747,1,public
C077748,0,public
C077749,0,private
C077750,0,private
C077751,1,private
C077752,1,private
C077753,1,public
C077754,1,private
C077755,0,public
C077756,1,public
C077757,1,private
C077758,0,private
C077759,0,private
C077760,0,private
C077761,1,public
C077762,1,private
C077763,1,public
C077764,1,private
C077765,0,private
C077766,1,public
C077767,0,private
C077768,0,private
C077769,1,private
C077770,1,private
C077771,1,private
C077772,1,public
C077773,1,private
C077774,1,private
C077775,0,private
C077776,0,private
C077777,0,public
C077778,0,public
C077779,0,private
C077780,0,private
C077781,0,public
C077782,0,public
C077783,1,private
C077784,0,private
C077785,0,public
C077786,0,public
C077787,1,private
C077788,1,private
C077789,0,private
C077790,1,private
C077791,0,public
C077792,0,private
C077793,1,private
C077794,0,private
C077795,0,public
C077796,0,private
C077797,1,public
C077798,1,private
C077799,1,private
C077800,0,public
C077801,1,private
C077802,0,public
C077803,0,private
C077804,0,private
C077805,0,private
C077806,1,private
C077807,0,private
C077808,1,private
C077809,0,private
C077810,0,private
C077811,0,private
C077812,1,private
C077813,1,private
C077814,0,public
C077815,0,private
C077816,1,private
C077817,0,private
C077818,1,private
C077819,0,private
C077820,1,private
C077821,1,private
C077822,1,private
C077823,0,private
C077824,1,public
C077825,0,private
C077826,1,private
C077827,1,private
C077828,1,public
C077829,0,private
C077830,0,private
C077831,1,private
C077832,1,private
C077833,1,private
C077834,0,private
C077835,1,public
C077836,0,private
C077837,1,public
C077838,0,private
C077839,0,private
C077840,1,private
C077841,0,private
C077842,0,public
C077843,1,private
C077844,0,public
C077845,1,private
C077846,0,private
C077847,1,private
C077848,0,private
C077849,0,private
C077850,1,private
C077851,0,private
C077852,1,public
C077853,0,private
C077854,0,private
C077855,1,private
C077856,1,public
C077857,1,private
C077858,1,private
C077859,0,private
C077860,0,private
C077861,1,private
C077862,0,private
C077863,0,private
C077864,0,private
C077865,1,private
C077866,0,private
C077867,0,private
C077868,1,private
C077869,0,private
C077870,0,private
C077871,0,private
C077872,0,private
C077873,0,private
C077874,1,private
C077875,0,private
C077876,1,private
C077877,0,private
C077878,0,public
C077879,0,private
C077880,1,private
C077881,0,private
C077882,0,private
C077883,1,public
C077884,0,private
C077885,1,public
C077886,1,private
C077887,1,private
C077888,1,private
C077889,0,private
C077890,1,private
C077891,0,public
C077892,0,private
C077893,0,private
C077894,1,private
C077895,0,private
C077896,0,private
C077897,0,private
C077898,1,private
C077899,1,private
C077900,1,private
C077901,0,private
C077902,0,private
C077903,0,private
C077904,1,private
C077905,1,public
C077906,0,public
C077907,1,public
C077908,1,private
C077909,0,public
C077910,0,private
C077911,1,private
C077912,0,private
C077913,0,private
C077914,0,public
C077915,1,private
C077916,0,public
C077917,0,private
C077918,1,private
C077919,1,public
C077920,0,private
C077921,0,private
C077922,1,private
C077923,1,public
C077924,0,private
C077925,0,private
C077926,0,private
C077927,0,public
C077928,0,private
C077929,1,private
C077930,1,private
C077931,1,private
C077932,0,private
C077933,1,private
C077934,1,public
C077935,0,private
C077936,0,public
C077937,1,private
C077938,0,public
C077939,0,private
C077940,0,private
C077941,0,private
C077942,1,private
C077943,0,private
C077944,1,public
C077945,1,public
C077946,0,private
C077947,0,private
C077948,0,private
C077949,0,private
C077950,0,private
C077951,0,public
C077952,0,private
C077953,1,public
C077954,0,public
C077955,1,private
C077956,0,private
C077957,0,private
C077958,0,private
C077959,1,private
C077960,1,public
C077961,0,public
C077962,0,private
C077963,0,private
C077964,1,private
C077965,0,public
C077966,0,private
C077967,0,private
C077968,0,private
C077969,1,private
C077970,1,public
C077971,1,public
C077972,0,private
C077973,1,public
C077974,0,private
C077975,1,private
C077976,0,private
C077977,0,private
C077978,0,public
C077979,1,private
C077980,0,public
C077981,0,public
C077982,0,public
C077983,0,private
C077984,0,public
C077985,1,public
C077986,0,public
C077987,1,public
C077988,1,private
C077989,0,private
C077990,0,private
C077991,1,public
C077992,1,private
C077993,0,private
C077994,0,private
C077995,1,public
C077996,0,public
C077997,0,public
C077998,0,private
C077999,1,public
C078000,0,private
C078001,0,private
C078002,0,public
C078003,0,private
C078004,0,private
C078005,1,private
C078006,1,private
C078007,1,private
C078008,0,public
C078009,0,private
C078010,0,private
C078011,0,private
C078012,1,private
C078013,0,public
C078014,0,private
C078015,1,private
C078016,0,public
C078017,0,private
C078018,1,public
C078019,0,private
C078020,1,private
C078021,0,private
C078022,1,private
C078023,1,public
C078024,0,private
C078025,0,private
C078026,1,private
C078027,1,public
C078028,0,public
C078029,0,private
C078030,0,private
C078031,0,private
C078032,0,public
C078033,0,private
C078034,1,private
C078035,0,private
C078036,0,public
C078037,1,public
C078038,0,private
C078039,0,public
C078040,1,private
C078041,0,private
C078042,1,private
C078043,0,private
C078044,0,public
C078045,1,private
C078046,1,private
C078047,0,private
C078048,0,private
C078049,0,private
C078050,1,private
C078051,0,public
C078052,0,private
C078053,0,private
C078054,0,private
C078055,0,public
C078056,0,private
C078057,0,private
C078058,0,private
C078059,0,private
C078060,0,private
C078061,0,private
C078062,0,public
C078063,0,public
C078064,0,private
C078065,0,private
C078066,0,private
C078067,0,private
C078068,0,private
C078069,1,private
C078070,0,public
C078071,0,private
C078072,0,private
C078073,0,private
C078074,0,private
C078075,1,public
C078076,1,private
C078077,0,public
C078078,0,private
C078079,0,private
C078080,1,private
C078081,1,private
C078082,0,public
C078083,0,public
C078084,0,private
C078085,0,private
C078086,1,private
C078087,0,private
C078088,0,private
C078089,0,public
C078090,0,private
C078091,1,public
C078092,0,private
C078093,1,private
C078094,0,private
C078095,0,private
C078096,1,public
C078097,0,public
C078098,1,private
C078099,1,private
C078100,0,private
C078101,1,private
C078102,1,private
C078103,0,public
C078104,0,private
C078105,1,private
C078106,1,private
C078107,1,private
C078108,1,private
C078109,0,public
C078110,0,private
C078111,0,private
C078112,0,public
C078113,0,private
C078114,0,public
C078115,0,private
C078116,0,private
C078117,1,private
C078118,1,private
C078119,0,public
C078120,1,private
C078121,1,public
C078122,1,private
C078123,0,private
C078124,0,private
C078125,0,private
C078126,0,private
C078127,0,public
C078128,1,public
C078129,0,public
C078130,1,private
C078131,0,private
C078132,1,private
C078133,1,private
C078134,0,private
C078135,1,public
C078136,0,public
C078137,0,public
C078138,0,private
C078139,1,private
C078140,1,private
C078141,1,private
C078142,0,private
C078143,1,private
C078144,0,private
C078145,1,private
C078146,0,private
C078147,0,private
C078148,0,public
C078149,0,private
C078150,0,private
C078151,0,public
C078152,0,private
C078153,0,public
C078154,0,private
C078155,1,private
C078156,0,public
C078157,0,public
C078158,0,private
C078159,0,private
C078160,0,private
C078161,0,private
C078162,1,private
C078163,0,private
C078164,0,private
C078165,0,private
C078166,0,private
C078167,0,private
C078168,0,private
C078169,0,private
C078170,0,private
C078171,0,public
C078172,0,private
C078173,0,public
C078174,0,private
C078175,1,private
C078176,0,private
C078177,0,private
C078178,1,private
C078179,0,private
C078180,0,public
C078181,0,private
C078182,0,private
C078183,0,public
C078184,0,private
C078185,1,private
C078186,1,public
C078187,1,public
C078188,1,private
C078189,1,private
C078190,0,private
C078191,0,public
C078192,0,private
C078193,0,public
C078194,1,private
C078195,1,private
C078196,0,private
C078197,0,public
C078198,0,public
C078199,1,private
C078200,0,private
C078201,1,private
C078202,1,private
C078203,0,public
C078204,0,public
C078205,1,private
C078206,0,public
C078207,1,private
C078208,0,public
C078209,1,private
C078210,0,private
C078211,1,public
C078212,1,private
C078213,0,private
C078214,1,private
C078215,1,private
C078216,0,private
C078217,1,private
C078218,1,public
C078219,1,private
C078220,0,private
C078221,0,public
C078222,0,public
C078223,0,public
C078224,0,private
C078225,1,private
C078226,0,public
C078227,0,private
C078228,0,public
C078229,0,public
C078230,0,private
C078231,1,private
C078232,0,private
C078233,1,private
C078234,0,public
C078235,1,private
C078236,0,private
C078237,0,private
C078238,0,public
C078239,0,private
C078240,1,private
C078241,1,private
C078242,0,private
C078243,0,public
C078244,1,private
C078245,0,private
C078246,0,private
C078247,1,public
C078248,0,public
C078249,1,public
C078250,0,public
C078251,0,private
C078252,0,private
C078253,0,private
C078254,1,private
C078255,0,public
C078256,0,private
C078257,1,private
C078258,1,private
C078259,0,private
C078260,0,private
C078261,0,public
C078262,0,private
C078263,1,public
C078264,1,private
C078265,1,private
C078266,0,private
C078267,0,private
C078268,0,private
C078269,0,private
C078270,0,private
C078271,1,private
C078272,1,public
C078273,0,public
C078274,1,private
C078275,0,private
C078276,1,private
C078277,0,private
C078278,1,private
C078279,0,private
C078280,1,public
C078281,0,private
C078282,1,public
C078283,0,public
C078284,0,private
C078285,0,private
C078286,0,private
C078287,1,private
C078288,0,private
C078289,0,public
C078290,0,private
C078291,1,public
C078292,1,private
C078293,1,private
C078294,1,private
C078295,1,private
C078296,0,public
C078297,0,private
C078298,1,private
C078299,1,private
C078300,0,public
C078301,0,private
C078302,0,private
C078303,0,public
C078304,1,public
C078305,0,private
C078306,1,private
C078307,0,private
C078308,1,private
C078309,1,private
C078310,1,private
C078311,1,public
C078312,1,private
C078313,1,private
C078314,0,private
C078315,0,public
C078316,1,private
C078317,1,private
C078318,0,private
C078319,0,private
C078320,0,public
C078321,1,public
C078322,1,private
C078323,1,private
C078324,0,public
C078325,0,private
C078326,1,private
C078327,0,public
C078328,1,public
C078329,0,private
C078330,0,public
C078331,0,private
C078332,1,private
C078333,1,private
C078334,0,private
C078335,0,public
C078336,0,public
C078337,0,private
C078338,1,private
C078339,0,private
C078340,0,private
C078341,0,public
C078342,1,private
C078343,1,private
C078344,0,private
C078345,0,public
C078346,0,private
C078347,0,public
C078348,1,private
C078349,0,public
C078350,1,private
C078351,0,public
C078352,0,public
C078353,0,public
C078354,1,public
C078355,1,private
C078356,0,private
C078357,1,public
C078358,0,private
C078359,1,private
C078360,0,private
C078361,0,private
C078362,1,private
C078363,0,public
C078364,1,private
C078365,0,private
C078366,1,private
C078367,0,public
C078368,0,public
C078369,0,private
C078370,1,public
C078371,0,public
C078372,0,private
C078373,1,public
C078374,0,private
C078375,1,private
C078376,0,private
C078377,1,private
C078378,1,private
C078379,0,private
C078380,0,private
C078381,0,private
C078382,1,private
C078383,1,public
C078384,0,private
C078385,1,private
C078386,1,public
C078387,0,public
C078388,0,public
C078389,0,public
C078390,0,private
C078391,0,private
C078392,1,private
C078393,0,private
C078394,1,public
C078395,0,private
C078396,1,public
C078397,0,private
C078398,1,public
C078399,0,private
C078400,1,public
C078401,1,public
C078402,0,private
C078403,1,private
C078404,0,public
C078405,0,public
C078406,0,private
C078407,1,private
C078408,0,private
C078409,0,private
C078410,0,private
C078411,0,private
C078412,0,public
C078413,1,private
C078414,1,public
C078415,0,public
C078416,1,private
C078417,1,private
C078418,0,private
C078419,0,private
C078420,1,private
C078421,1,private
C078422,0,private
C078423,1,private
C078424,0,private
C078425,1,private
C078426,0,private
C078427,1,private
C078428,0,public
C078429,0,public
C078430,0,private
C078431,0,public
C078432,0,private
C078433,1,private
C078434,1,private
C078435,1,public
C078436,0,private
C078437,0,public
C078438,1,public
C078439,0,private
C078440,0,private
C078441,0,private
C078442,0,public
C078443,1,public
C078444,1,public
C078445,0,private
C078446,1,private
C078447,0,private
C078448,0,private
C078449,0,public
C078450,0,private
C078451,0,public
C078452,1,public
C078453,1,private
C078454,0,private
C078455,1,private
C078456,1,private
C078457,0,private
C078458,0,public
C078459,1,private
C078460,0,private
C078461,1,private
C078462,0,public
C078463,0,public
C078464,1,public
C078465,1,public
C078466,1,private
C078467,1,public
C078468,0,private
C078469,0,private
C078470,1,private
C078471,0,public
C078472,0,public
C078473,1,private
C078474,0,public
C078475,1,private
C078476,0,public
C078477,1,private
C078478,0,private
C078479,1,private
C078480,1,private
C078481,1,private
C078482,1,public
C078483,1,private
C078484,0,private
C078485,0,public
C078486,1,private
C078487,0,public
C078488,0,private
C078489,0,private
C078490,1,private
C078491,1,public
C078492,0,private
C078493,0,private
C078494,0,private
C078495,0,private
C078496,1,private
C078497,0,public
C078498,1,private
C078499,1,private
C078500,1,private
C078501,0,private
C078502,1,private
C078503,0,public
C078504,0,public
C078505,0,private
C078506,0,private
C078507,1,private
C078508,0,private
C078509,0,private
C078510,0,public
C078511,1,private
C078512,0,private
C078513,0,public
C078514,1,private
C078515,1,public
C078516,0,private
C078517,0,public
C078518,1,private
C078519,1,private
C078520,0,private
C078521,1,public
C078522,0,public
C078523,0,private
C078524,1,private
C078525,1,private
C078526,0,private
C078527,0,private
C078528,0,private
C078529,1,private
C078530,0,public
C078531,0,private
C078532,1,private
C078533,0,public
C078534,1,private
C078535,1,private
C078536,0,public
C078537,0,public
C078538,0,private
C078539,0,private
C078540,0,public
C078541,0,private
C078542,0,public
C078543,0,public
C078544,0,private
C078545,1,private
C078546,0,public
C078547,1,private
C078548,0,private
C078549,0,private
C078550,0,private
C078551,1,public
C078552,0,public
C078553,1,private
C078554,1,private
C078555,1,private
C078556,0,public
C078557,0,private
C078558,0,private
C078559,0,public
C078560,1,private
C078561,0,public
C078562,0,public
C078563,0,private
C078564,0,private
C078565,1,private
C078566,0,public
C078567,1,private
C078568,1,private
C078569,0,private
C078570,0,public
C078571,0,public
C078572,1,public
C078573,1,public
C078574,1,private
C078575,0,private
C078576,0,private
C078577,1,private
C078578,0,private
C078579,0,private
C078580,1,public
C078581,0,public
C078582,0,private
C078583,0,private
C078584,0,private
C078585,0,public
C078586,0,private
C078587,1,private
C078588,0,public
C078589,0,private
C078590,0,private
C078591,0,private
C078592,0,private
C078593,0,private
C078594,0,private
C078595,1,private
C078596,1,private
C078597,0,public
C078598,0,private
C078599,0,public
C078600,1,private
C078601,1,private
C078602,0,private
C078603,1,private
C078604,1,private
C078605,1,public
C078606,0,private
C078607,0,private
C078608,1,public
C078609,0,private
C078610,1,public
C078611,0,private
C078612,0,public
C078613,1,private
C078614,0,private
C078615,0,private
C078616,0,private
C078617,1,private
C078618,0,public
C078619,1,public
C078620,0,public
C078621,1,public
C078622,1,public
C078623,0,private
C078624,0,private
C078625,0,private
C078626,0,public
C078627,1,public
C078628,0,private
C078629,0,public
C078630,0,public
C078631,1,public
C078632,1,private
C078633,0,private
C078634,0,private
C078635,0,public
C078636,0,private
C078637,1,private
C078638,0,private
C078639,0,private
C078640,1,private
C078641,0,public
C078642,0,private
C078643,0,public
C078644,1,private
C078645,1,public
C078646,1,private
C078647,1,private
C078648,0,private
C078649,1,private
C078650,0,private
C078651,1,private
C078652,0,private
C078653,1,private
C078654,1,private
C078655,0,public
C078656,0,private
C078657,1,public
C078658,0,private
C078659,0,private
C078660,0,private
C078661,1,private
C078662,0,public
C078663,0,private
C078664,0,private
C078665,0,private
C078666,1,public
C078667,0,private
C078668,0,private
C078669,0,public
C078670,1,private
C078671,1,private
C078672,0,private
C078673,0,private
C078674,0,private
C078675,0,public
C078676,0,private
C078677,0,private
C078678,0,private
C078679,0,public
C078680,0,private
C078681,0,private
C078682,0,private
C078683,0,private
C078684,1,private
C078685,0,private
C078686,1,private
C078687,1,private
C078688,0,public
C078689,0,private
C078690,1,public
C078691,0,public
C078692,0,private
C078693,1,private
C078694,0,private
C078695,1,private
C078696,0,private
C078697,0,private
C078698,1,private
C078699,1,public
C078700,0,private
C078701,1,private
C078702,0,private
C078703,1,private
C078704,0,public
C078705,0,private
C078706,1,private
C078707,0,public
C078708,0,private
C078709,1,private
C078710,1,private
C078711,0,private
C078712,0,private
C078713,1,private
C078714,1,public
C078715,1,private
C078716,1,public
C078717,0,public
C078718,0,private
C078719,0,public
C078720,1,private
C078721,0,private
C078722,1,private
C078723,1,public
C078724,0,private
C078725,0,public
C078726,1,private
C078727,0,public
C078728,0,private
C078729,0,private
C078730,1,private
C078731,0,private
C078732,1,public
C078733,0,private
C078734,0,private
C078735,0,public
C078736,0,public
C078737,1,private
C078738,1,private
C078739,0,private
C078740,0,private
C078741,0,private
C078742,0,public
C078743,0,private
C078744,0,public
C078745,0,private
C078746,0,private
C078747,1,public
C078748,1,private
C078749,1,private
C078750,0,private
C078751,1,private
C078752,0,public
C078753,0,private
C078754,0,private
C078755,1,private
C078756,0,private
C078757,0,private
C078758,0,public
C078759,1,private
C078760,0,private
C078761,1,private
C078762,0,private
C078763,0,public
C078764,0,public
C078765,0,private
C078766,0,private
C078767,1,private
C078768,0,public
C078769,1,private
C078770,0,public
C078771,0,private
C078772,0,private
C078773,0,private
C078774,0,private
C078775,0,private
C078776,1,public
C078777,0,private
C078778,0,private
C078779,0,public
C078780,0,private
C078781,1,private
C078782,1,public
C078783,1,private
C078784,0,private
C078785,0,private
C078786,1,public
C078787,0,private
C078788,0,private
C078789,0,public
C078790,0,public
C078791,0,public
C078792,0,public
C078793,1,private
C078794,1,private
C078795,0,public
C078796,0,private
C078797,0,private
C078798,0,public
C078799,1,private
C078800,1,private
C078801,0,private
C078802,1,public
C078803,0,private
C078804,0,public
C078805,0,private
C078806,0,public
C078807,0,private
C078808,0,public
C078809,1,private
C078810,1,public
C078811,1,private
C078812,1,private
C078813,0,public
C078814,1,public
C078815,1,public
C078816,1,private
C078817,1,private
C078818,0,public
C078819,1,private
C078820,0,private
C078821,1,private
C078822,1,private
C078823,1,public
C078824,0,private
C078825,0,public
C078826,1,public
C078827,1,public
C078828,0,private
C078829,0,private
C078830,0,private
C078831,1,private
C078832,0,public
C078833,1,public
C078834,1,private
C078835,0,public
C078836,0,private
C078837,0,private
C078838,1,public
C078839,1,private
C078840,1,public
C078841,1,public
C078842,0,public
C078843,0,private
C078844,0,private
C078845,0,private
C078846,0,public
C078847,1,private
C078848,1,public
C078849,1,private
C078850,0,private
C078851,1,private
C078852,0,private
C078853,0,private
C078854,0,private
C078855,1,private
C078856,0,public
C078857,1,private
C078858,0,private
C078859,0,public
C078860,0,public
C078861,0,private
C078862,0,private
C078863,0,private
C078864,0,private
C078865,1,private
C078866,0,private
C078867,0,private
C078868,1,public
C078869,0,public
C078870,0,public
C078871,0,private
C078872,0,private
C078873,1,private
C078874,1,private
C078875,1,public
C078876,1,private
C078877,0,private
C078878,0,public
C078879,1,private
C078880,0,private
C078881,1,private
C078882,1,private
C078883,0,public
C078884,0,public
C078885,1,private
C078886,0,public
C078887,0,private
C078888,0,private
C078889,0,public
C078890,0,public
C078891,0,private
C078892,0,private
C078893,0,public
C078894,1,private
C078895,1,public
C078896,0,private
C078897,1,public
C078898,0,private
C078899,0,private
C078900,0,public
C078901,1,private
C078902,1,private
C078903,0,public
C078904,0,public
C078905,0,public
C078906,0,private
C078907,1,private
C078908,1,private
C078909,1,private
C078910,0,public
C078911,0,private
C078912,0,private
C078913,1,private
C078914,1,public
C078915,1,private
C078916,0,private
C078917,0,private
C078918,1,private
C078919,0,private
C078920,0,private
C078921,0,public
C078922,0,private
C078923,1,private
C078924,0,public
C078925,1,private
C078926,0,private
C078927,1,private
C078928,0,private
C078929,1,public
C078930,1,private
C078931,0,private
C078932,0,public
C078933,0,private
C078934,0,private
C078935,1,private
C078936,0,private
C078937,1,private
C078938,0,public
C078939,0,private
C078940,0,private
C078941,0,private
C078942,0,private
C078943,0,public
C078944,0,private
C078945,0,public
C078946,0,public
C078947,0,private
C078948,1,private
C078949,0,private
C078950,0,private
C078951,0,private
C078952,1,private
C078953,0,private
C078954,0,private
C078955,0,public
C078956,0,private
C078957,0,private
C078958,0,public
C078959,1,private
C078960,1,private
C078961,0,private
C078962,1,private
C078963,0,private
C078964,1,private
C078965,0,private
C078966,0,public
C078967,0,private
C078968,1,public
C078969,1,public
C078970,0,private
C078971,0,private
C078972,1,public
C078973,0,public
C078974,0,public
C078975,0,private
C078976,0,public
C078977,0,private
C078978,0,private
C078979,1,private
C078980,0,private
C078981,0,private
C078982,0,private
C078983,1,public
C078984,0,private
C078985,1,private
C078986,1,public
C078987,0,public
C078988,0,private
C078989,0,private
C078990,1,private
C078991,1,private
C078992,0,private
C078993,0,private
C078994,1,private
C078995,0,private
C078996,0,public
C078997,0,public
C078998,1,public
C078999,1,public
C079000,0,public
C079001,0,private
C079002,1,public
C079003,1,private
C079004,0,private
C079005,0,public
C079006,1,public
C079007,0,private
C079008,1,private
C079009,0,private
C079010,0,private
C079011,0,public
C079012,1,public
C079013,0,private
C079014,1,public
C079015,0,private
C079016,0,private
C079017,0,private
C079018,0,public
C079019,0,private
C079020,1,public
C079021,0,private
C079022,1,private
C079023,0,public
C079024,1,private
C079025,1,public
C079026,0,private
C079027,1,private
C079028,1,private
C079029,0,private
C079030,1,private
C079031,1,public
C079032,1,private
C079033,0,public
C079034,0,public
C079035,1,private
C079036,0,public
C079037,0,public
C079038,0,private
C079039,1,public
C079040,1,private
C079041,0,public
C079042,0,private
C079043,1,private
C079044,1,private
C079045,1,private
C079046,0,public
C079047,1,public
C079048,0,private
C079049,0,public
C079050,0,private
C079051,1,private
C079052,0,private
C079053,0,private
C079054,1,private
C079055,1,private
C079056,1,private
C079057,0,private
C079058,1,private
C079059,1,public
C079060,0,private
C079061,1,private
C079062,1,private
C079063,0,public
C079064,0,private
C079065,1,private
C079066,0,private
C079067,0,private
C079068,0,private
C079069,0,private
C079070,0,public
C079071,1,private
C079072,1,private
C079073,1,private
C079074,1,public
C079075,1,public
C079076,0,private
C079077,0,private
C079078,1,private
C079079,0,private
